Symbol_hg	Symbol_mm	ID
4914	B9D1	B9d1	B9D1_B9d1
4915	ZNF275	Zfp275	ZNF275_Zfp275
4916	TRAPPC3	Trappc3	TRAPPC3_Trappc3
4917	EIF2AK4	Eif2ak4	EIF2AK4_Eif2ak4
4918	TLX3	Tlx3	TLX3_Tlx3
4919	RPL7A	Rpl7a	RPL7A_Rpl7a
4920	SYN3	Syn3	SYN3_Syn3
4921	PODXL	Podxl	PODXL_Podxl
4922	NRK	Nrk	NRK_Nrk
4923	RPS11	Rps11	RPS11_Rps11
4924	DBF4	Dbf4	DBF4_Dbf4
4925	AZI2	Azi2	AZI2_Azi2
4926	MIXL1	Mixl1	MIXL1_Mixl1
4927	SLAMF1	Slamf1	SLAMF1_Slamf1
4928	SGK2	Sgk2	SGK2_Sgk2
4929	CARTPT	Cartpt	CARTPT_Cartpt
4930	CHAF1A	Chaf1a	CHAF1A_Chaf1a
4931	ATP1A4	Atp1a4	ATP1A4_Atp1a4
4932	TP53BP1	Trp53bp1	TP53BP1_Trp53bp1
4933	ELOA	Eloa	ELOA_Eloa
4934	DDX24	Ddx24	DDX24_Ddx24
4935	PLA2G7	Pla2g7	PLA2G7_Pla2g7
4936	PLEK2	Plek2	PLEK2_Plek2
4937	DOK3	Dok3	DOK3_Dok3
4938	PDK4	Pdk4	PDK4_Pdk4
4939	ZNF354B	Zfp354b	ZNF354B_Zfp354b
4940	NUFIP1	Nufip1	NUFIP1_Nufip1
4941	PLEKHB1	Plekhb1	PLEKHB1_Plekhb1
4942	GOLGA5	Golga5	GOLGA5_Golga5
4943	CLNK	Clnk	CLNK_Clnk
4944	TNFRSF12A	Tnfrsf12a	TNFRSF12A_Tnfrsf12a
4945	PHLDA3	Phlda3	PHLDA3_Phlda3
4946	PLAAT1	Plaat1	PLAAT1_Plaat1
4947	NBN	Nbn	NBN_Nbn
4948	PALD1	Pald1	PALD1_Pald1
4949	INSL6	Insl6	INSL6_Insl6
4950	GYG1	Gyg	GYG1_Gyg
4951	DEFB4B	Defb3	DEFB4B_Defb3
4952	SYTL4	Sytl4	SYTL4_Sytl4
4953	ADD3	Add3	ADD3_Add3
4954	MSRB1	Msrb1	MSRB1_Msrb1
4955	DNAJB9	Dnajb9	DNAJB9_Dnajb9
4956	SRR	Srr	SRR_Srr
4957	TXNL4A	Txnl4a	TXNL4A_Txnl4a
4958	RPL3	Rpl3	RPL3_Rpl3
4959	TBL2	Tbl2	TBL2_Tbl2
4960	DGUOK	Dguok	DGUOK_Dguok
4961	RPS26	Rps26	RPS26_Rps26
4962	SH2D2A	Sh2d2a	SH2D2A_Sh2d2a
4963	PRMT5	Prmt5	PRMT5_Prmt5
4964	TJP3	Tjp3	TJP3_Tjp3
4965	SLC25A10	Slc25a10	SLC25A10_Slc25a10
4966	YME1L1	Yme1l1	YME1L1_Yme1l1
4967	MAGEL2	Magel2	MAGEL2_Magel2
4968	NPAS3	Npas3	NPAS3_Npas3
4969	SH2D3C	Sh2d3c	SH2D3C_Sh2d3c
4970	PTDSS2	Ptdss2	PTDSS2_Ptdss2
4971	DUSP13	Dusp13	DUSP13_Dusp13
4972	MMEL1	Mmel1	MMEL1_Mmel1
4973	PIGN	Pign	PIGN_Pign
4974	MRPL39	Mrpl39	MRPL39_Mrpl39
4975	MRPL15	Mrpl15	MRPL15_Mrpl15
4976	MRPL17	Mrpl17	MRPL17_Mrpl17
4977	MRPL2	Mrpl2	MRPL2_Mrpl2
4978	IP6K1	Ip6k1	IP6K1_Ip6k1
4979	HSD17B6	Hsd17b6	HSD17B6_Hsd17b6
4980	SKP2	Skp2	SKP2_Skp2
4981	PDHX	Pdhx	PDHX_Pdhx
4982	ABCA7	Abca7	ABCA7_Abca7
4983	ABCA8	Abca8b	ABCA8_Abca8b
4984	ABCF3	Abcf3	ABCF3_Abcf3
4985	ABCF2	Abcf2	ABCF2_Abcf2
4986	ABCG5	Abcg5	ABCG5_Abcg5
4987	ABCA3	Abca3	ABCA3_Abca3
4988	SLC14A2	Slc14a2	SLC14A2_Slc14a2
4989	ABCB11	Abcb11	ABCB11_Abcb11
4990	SERGEF	Sergef	SERGEF_Sergef
4991	ABCC5	Abcc5	ABCC5_Abcc5
4992	MKLN1	Mkln1	MKLN1_Mkln1
4993	NAGLU	Naglu	NAGLU_Naglu
4994	ABCC6	Abcc6	ABCC6_Abcc6
4995	ATP5MG	Atp5l	ATP5MG_Atp5l
4996	NAGPA	Nagpa	NAGPA_Nagpa
4997	SHROOM3	Shroom3	SHROOM3_Shroom3
4998	AMOT	Amot	AMOT_Amot
4999	NREP	Nrep	NREP_Nrep
5000	NELFE	Nelfe	NELFE_Nelfe
5001	UBL4A	Ubl4a	UBL4A_Ubl4a
5002	C22orf23	1700088E04Rik	C22orf23_1700088E04Rik
5003	SNF8	Snf8	SNF8_Snf8
5004	LSM2	Lsm2	LSM2_Lsm2
5005	VWA7	Vwa7	VWA7_Vwa7
5006	COMMD8	Commd8	COMMD8_Commd8
5007	ZDHHC8	Zdhhc8	ZDHHC8_Zdhhc8
5008	TADA1	Tada1	TADA1_Tada1
5009	TANGO2	Tango2	TANGO2_Tango2
5010	ESS2	Ess2	ESS2_Ess2
5011	SPG21	Spg21	SPG21_Spg21
5012	RRP9	Rrp9	RRP9_Rrp9
5013	CHERP	Cherp	CHERP_Cherp
5014	VKORC1	Vkorc1	VKORC1_Vkorc1
5015	EIF3B	Eif3b	EIF3B_Eif3b
5016	RSRP1	Rsrp1	RSRP1_Rsrp1
5017	EFHD2	Efhd2	EFHD2_Efhd2
5018	IMP4	Imp4	IMP4_Imp4
5019	EXOSC5	Exosc5	EXOSC5_Exosc5
5020	FAM3C	Fam3c	FAM3C_Fam3c
5021	PRPF19	Prpf19	PRPF19_Prpf19
5022	WASHC2C	Washc2	WASHC2C_Washc2
5023	MIIP	Miip	MIIP_Miip
5024	POLR2M	Polr2m	POLR2M_Polr2m
5025	UBFD1	Ubfd1	UBFD1_Ubfd1
5026	ING4	Ing4	ING4_Ing4
5027	MRPL50	Mrpl50	MRPL50_Mrpl50
5028	GFM1	Gfm1	GFM1_Gfm1
5029	USP39	Usp39	USP39_Usp39
5030	LARP7	Larp7	LARP7_Larp7
5031	C12orf4	D6Wsu163e	C12orf4_D6Wsu163e
5032	SELENOI	Selenoi	SELENOI_Selenoi
5033	YIPF3	Yipf3	YIPF3_Yipf3
5034	DESI1	Desi1	DESI1_Desi1
5035	MED10	Med10	MED10_Med10
5036	ATP5PO	Atp5o	ATP5PO_Atp5o
5037	FAM104A	Fam104a	FAM104A_Fam104a
5038	VPS25	Vps25	VPS25_Vps25
5039	RTCB	Rtcb	RTCB_Rtcb
5040	TRIM36	Trim36	TRIM36_Trim36
5041	MYDGF	Mydgf	MYDGF_Mydgf
5042	TINF2	Tinf2	TINF2_Tinf2
5043	NSUN2	Nsun2	NSUN2_Nsun2
5044	NOP16	Nop16	NOP16_Nop16
5045	CEP63	Cep63	CEP63_Cep63
5046	SERP1	Serp1	SERP1_Serp1
5047	AGPAT3	Agpat3	AGPAT3_Agpat3
5048	TOMM70	Tomm70a	TOMM70_Tomm70a
5049	REEP3	Reep3	REEP3_Reep3
5050	DCAF11	Dcaf11	DCAF11_Dcaf11
5051	DHRS4	Dhrs4	DHRS4_Dhrs4
5052	TRPM2	Trpm2	TRPM2_Trpm2
5053	SLCO1B3	Slco1b2	SLCO1B3_Slco1b2
5054	ZNHIT2	Znhit2	ZNHIT2_Znhit2
5055	LIMD1	Limd1	LIMD1_Limd1
5056	TPK1	Tpk1	TPK1_Tpk1
5057	MGA	Mga	MGA_Mga
5058	RABGAP1L	Rabgap1l	RABGAP1L_Rabgap1l
5059	BAG3	Bag3	BAG3_Bag3
5060	NDRG2	Ndrg2	NDRG2_Ndrg2
5061	NDRG3	Ndrg3	NDRG3_Ndrg3
5062	ZNF385A	Zfp385a	ZNF385A_Zfp385a
5063	BCAR3	Bcar3	BCAR3_Bcar3
5064	HIP1R	Hip1r	HIP1R_Hip1r
5065	IGFBP7	Igfbp7	IGFBP7_Igfbp7
5066	HSPB7	Hspb7	HSPB7_Hspb7
5067	STAU2	Stau2	STAU2_Stau2
5068	TNFRSF19	Tnfrsf19	TNFRSF19_Tnfrsf19
5069	SMTN	Smtn	SMTN_Smtn
5070	MAPK12	Mapk12	MAPK12_Mapk12
5071	PMM1	Pmm1	PMM1_Pmm1
5072	SULT4A1	Sult4a1	SULT4A1_Sult4a1
5073	DPF1	Dpf1	DPF1_Dpf1
5074	NINJ2	Ninj2	NINJ2_Ninj2
5075	PDE7B	Pde7b	PDE7B_Pde7b
5076	RNF11	Rnf11	RNF11_Rnf11
5077	CABP5	Cabp5	CABP5_Cabp5
5078	CABP2	Cabp2	CABP2_Cabp2
5079	CABP1	Cabp1	CABP1_Cabp1
5080	ULK2	Ulk2	ULK2_Ulk2
5081	GTSE1	Gtse1	GTSE1_Gtse1
5082	SCMH1	Scmh1	SCMH1_Scmh1
5083	CSPG5	Cspg5	CSPG5_Cspg5
5084	IQGAP1	Iqgap1	IQGAP1_Iqgap1
5085	CLIC4	Clic4	CLIC4_Clic4
5086	HDGFL3	Hdgfl3	HDGFL3_Hdgfl3
5087	OPN4	Opn4	OPN4_Opn4
5088	DNAJC12	Dnajc12	DNAJC12_Dnajc12
5089	ZNF292	Zfp292	ZNF292_Zfp292
5090	FBXW2	Fbxw2	FBXW2_Fbxw2
5091	SPDEF	Spdef	SPDEF_Spdef
5092	PCSK1N	Pcsk1n	PCSK1N_Pcsk1n
5093	RNF17	Rnf17	RNF17_Rnf17
5094	TIMM13	Timm13	TIMM13_Timm13
5095	TIMM9	Timm9	TIMM9_Timm9
5096	TIMM8B	Timm8b	TIMM8B_Timm8b
5097	TIMM8A	Timm8a1	TIMM8A_Timm8a1
5098	TIMM10	Timm10	TIMM10_Timm10
5099	MELTF	Meltf	MELTF_Meltf
5100	CTTNBP2	Cttnbp2	CTTNBP2_Cttnbp2
5101	SLC39A1	Slc39a1	SLC39A1_Slc39a1
5102	PDLIM4	Pdlim4	PDLIM4_Pdlim4
5103	FKBP3	Fkbp3	FKBP3_Fkbp3
5104	MMP20	Mmp20	MMP20_Mmp20
5105	SLC22A4	Slc22a4	SLC22A4_Slc22a4
5106	ADAMTS8	Adamts8	ADAMTS8_Adamts8
5107	FBXW4	Fbxw4	FBXW4_Fbxw4
5108	FBXW5	Fbxw5	FBXW5_Fbxw5
5109	FBXL6	Fbxl6	FBXL6_Fbxl6
5110	KDM2B	Kdm2b	KDM2B_Kdm2b
5111	FBXL12	Fbxl12	FBXL12_Fbxl12
5112	MLF2	Mlf2	MLF2_Mlf2
5113	GNL3	Gnl3	GNL3_Gnl3
5114	APLN	Apln	APLN_Apln
5115	FOXE3	Foxe3	FOXE3_Foxe3
5116	ANGPTL3	Angptl3	ANGPTL3_Angptl3
5117	SLAMF6	Slamf6	SLAMF6_Slamf6
5118	GLRX3	Glrx3	GLRX3_Glrx3
5119	SNAI3	Snai3	SNAI3_Snai3
5120	ZBTB18	Zbtb18	ZBTB18_Zbtb18
5121	VPS26A	Vps26a	VPS26A_Vps26a
5122	TOR1A	Tor1a	TOR1A_Tor1a
5123	ZNF330	Zfp330	ZNF330_Zfp330
5124	TOR2A	Tor2a	TOR2A_Tor2a
5125	TOR1B	Tor1b	TOR1B_Tor1b
5126	TOR3A	Tor3a	TOR3A_Tor3a
5127	SLC46A2	Slc46a2	SLC46A2_Slc46a2
5128	LMCD1	Lmcd1	LMCD1_Lmcd1
5129	FGD3	Fgd3	FGD3_Fgd3
5130	PTTG1	Pttg1	PTTG1_Pttg1
5131	USP25	Usp25	USP25_Usp25
5132	USP21	Usp21	USP21_Usp21
5133	HNF4G	Hnf4g	HNF4G_Hnf4g
5134	ZNF354C	Zfp354c	ZNF354C_Zfp354c
5135	RNF19A	Rnf19a	RNF19A_Rnf19a
5136	ABT1	Abt1	ABT1_Abt1
5137	ADAT1	Adat1	ADAT1_Adat1
5138	BIN1	Bin1	BIN1_Bin1
5139	LCMT1	Lcmt1	LCMT1_Lcmt1
5140	CBX8	Cbx8	CBX8_Cbx8
5141	CNGB3	Cngb3	CNGB3_Cngb3
5142	SCHIP1	Schip1	SCHIP1_Schip1
5143	SIVA1	Siva1	SIVA1_Siva1
5144	PIK3CG	Pik3cg	PIK3CG_Pik3cg
5145	AASS	Aass	AASS_Aass
5146	MAPK8IP3	Mapk8ip3	MAPK8IP3_Mapk8ip3
5147	DDX25	Ddx25	DDX25_Ddx25
5148	VAPA	Vapa	VAPA_Vapa
5149	SLC7A9	Slc7a9	SLC7A9_Slc7a9
5150	HACD1	Hacd1	HACD1_Hacd1
5151	NOX4	Nox4	NOX4_Nox4
5152	THOP1	Thop1	THOP1_Thop1
5153	TXNRD1	Txnrd1	TXNRD1_Txnrd1
5154	E2F6	E2f6	E2F6_E2f6
5155	HSPA14	Hspa14	HSPA14_Hspa14
5156	EBI3	Ebi3	EBI3_Ebi3
5157	TTPA	Ttpa	TTPA_Ttpa
5158	PROK2	Prok2	PROK2_Prok2
5159	ERCC4	Ercc4	ERCC4_Ercc4
5160	ASIP	a	ASIP_a
5161	LATS2	Lats2	LATS2_Lats2
5162	SALL2	Sall2	SALL2_Sall2
5163	SPAG6	Spag6l	SPAG6_Spag6l
5164	TMPRSS2	Tmprss2	TMPRSS2_Tmprss2
5165	MRPS7	Mrps7	MRPS7_Mrps7
5166	MFAP5	Mfap5	MFAP5_Mfap5
5167	ELANE	Elane	ELANE_Elane
5168	CFHR1	Cfhr1	CFHR1_Cfhr1
5169	POSTN	Postn	POSTN_Postn
5170	SACS	Sacs	SACS_Sacs
5171	SIRT6	Sirt6	SIRT6_Sirt6
5172	DKKL1	Dkkl1	DKKL1_Dkkl1
5173	LOC102723996	Icosl	LOC102723996_Icosl
5174	SAP30L	Sap30l	SAP30L_Sap30l
5175	FBXO8	Fbxo8	FBXO8_Fbxo8
5176	FBXW7	Fbxw7	FBXW7_Fbxw7
5177	FBH1	Fbh1	FBH1_Fbh1
5178	FBXL17	Fbxl17	FBXL17_Fbxl17
5179	FBXO16	Fbxo16	FBXO16_Fbxo16
5180	FBXO17	Fbxo17	FBXO17_Fbxo17
5181	FBXO6	Fbxo6	FBXO6_Fbxo6
5182	FBXO15	Fbxo15	FBXO15_Fbxo15
5183	TFR2	Tfr2	TFR2_Tfr2
5184	CRIM1	Crim1	CRIM1_Crim1
5185	PNPLA6	Pnpla6	PNPLA6_Pnpla6
5186	DLC1	Dlc1	DLC1_Dlc1
5187	ATP8A2	Atp8a2	ATP8A2_Atp8a2
5188	ATP11A	Atp11a	ATP11A_Atp11a
5189	ATP9B	Atp9b	ATP9B_Atp9b
5190	MAPK6	Mapk6	MAPK6_Mapk6
5191	NT5C	Nt5c	NT5C_Nt5c
5192	POLG2	Polg2	POLG2_Polg2
5193	RGS1	Rgs1	RGS1_Rgs1
5194	RGS6	Rgs6	RGS6_Rgs6
5195	RGS3	Rgs3	RGS3_Rgs3
5196	DKK3	Dkk3	DKK3_Dkk3
5197	RGS11	Rgs11	RGS11_Rgs11
5198	LSM4	Lsm4	LSM4_Lsm4
5199	PLPP2	Plpp2	PLPP2_Plpp2
5200	HS6ST1	Hs6st1	HS6ST1_Hs6st1
5201	HS6ST2	Hs6st2	HS6ST2_Hs6st2
5202	HS6ST3	Hs6st3	HS6ST3_Hs6st3
5203	FBXL8	Fbxl8	FBXL8_Fbxl8
5204	FBXL3	Fbxl3	FBXL3_Fbxl3
5205	ACSL4	Acsl4	ACSL4_Acsl4
5206	MAGI2	Magi2	MAGI2_Magi2
5207	ORC3	Orc3	ORC3_Orc3
5208	KLF13	Klf13	KLF13_Klf13
5209	SH3BGR	Sh3bgr	SH3BGR_Sh3bgr
5210	DMRT1	Dmrt1	DMRT1_Dmrt1
5211	COPB2	Copb2	COPB2_Copb2
5212	GNE	Gne	GNE_Gne
5213	SLC25A13	Slc25a13	SLC25A13_Slc25a13
5214	CAPN15	Capn15	CAPN15_Capn15
5215	RNF10	Rnf10	RNF10_Rnf10
5216	SPAST	Spast	SPAST_Spast
5217	KEAP1	Keap1	KEAP1_Keap1
5218	PRKN	Prkn	PRKN_Prkn
5219	TMOD4	Tmod4	TMOD4_Tmod4
5220	TMOD3	Tmod3	TMOD3_Tmod3
5221	TMOD2	Tmod2	TMOD2_Tmod2
5222	NEU3	Neu3	NEU3_Neu3
5223	STAG3	Stag3	STAG3_Stag3
5224	SCLY	Scly	SCLY_Scly
5225	CHEK2	Chek2	CHEK2_Chek2
5226	NCKAP1	Nckap1	NCKAP1_Nckap1
5227	HMGN5	Hmgn5	HMGN5_Hmgn5
5228	IL17RB	Il17rb	IL17RB_Il17rb
5229	PREB	Preb	PREB_Preb
5230	C1S	C1s1	C1S_C1s1
5231	EXOSC9	Exosc9	EXOSC9_Exosc9
5232	EXOSC10	Exosc10	EXOSC10_Exosc10
5233	OLIG2	Olig2	OLIG2_Olig2
5234	OLIG1	Olig1	OLIG1_Olig1
5235	GRB14	Grb14	GRB14_Grb14
5236	IRX4	Irx4	IRX4_Irx4
5237	GALNS	Galns	GALNS_Galns
5238	MYADM	Myadm	MYADM_Myadm
5239	HNRNPDL	Hnrnpdl	HNRNPDL_Hnrnpdl
5240	NASP	Nasp	NASP_Nasp
5241	KLRG1	Klrg1	KLRG1_Klrg1
5242	IL22	Il22	IL22_Il22
5243	TNFSF14	Tnfsf14	TNFSF14_Tnfsf14
5244	IL27RA	Il27ra	IL27RA_Il27ra
5245	MINK1	Mink1	MINK1_Mink1
5246	UCHL3	Uchl3	UCHL3_Uchl3
5247	SLC7A8	Slc7a8	SLC7A8_Slc7a8
5248	ST6GALNAC6	St6galnac6	ST6GALNAC6_St6galnac6
5249	UBA2	Uba2	UBA2_Uba2
5250	PDCD7	Pdcd7	PDCD7_Pdcd7
5251	MPP2	Mpp2	MPP2_Mpp2
5252	CPSF2	Cpsf2	CPSF2_Cpsf2
5253	TNK2	Tnk2	TNK2_Tnk2
5254	RGS14	Rgs14	RGS14_Rgs14
5255	PPP2R1A	Ppp2r1a	PPP2R1A_Ppp2r1a
5256	DDAH2	Ddah2	DDAH2_Ddah2
5257	SRPX	Srpx	SRPX_Srpx
5258	SRRM1	Srrm1	SRRM1_Srrm1
5259	CTPS1	Ctps	CTPS1_Ctps
5260	ECH1	Ech1	ECH1_Ech1
5261	RUNDC3A	Rundc3a	RUNDC3A_Rundc3a
5262	BOK	Bok	BOK_Bok
5263	RAMP1	Ramp1	RAMP1_Ramp1
5264	HNRNPU	Hnrnpu	HNRNPU_Hnrnpu
5265	CLEC4F	Clec4f	CLEC4F_Clec4f
5266	MCRS1	Mcrs1	MCRS1_Mcrs1
5267	CCNC	Ccnc	CCNC_Ccnc
5268	RIF1	Rif1	RIF1_Rif1
5269	TMEM141	Tmem141	TMEM141_Tmem141
5270	TUBGCP4	Tubgcp4	TUBGCP4_Tubgcp4
5271	FUBP1	Fubp1	FUBP1_Fubp1
5272	ATG13	Atg13	ATG13_Atg13
5273	RNF24	Rnf24	RNF24_Rnf24
5274	CCDC39	Ccdc39	CCDC39_Ccdc39
5275	KNSTRN	Knstrn	KNSTRN_Knstrn
5276	KCTD18	Kctd18	KCTD18_Kctd18
5277	CDK2AP2	Cdk2ap2	CDK2AP2_Cdk2ap2
5278	JPT2	Jpt2	JPT2_Jpt2
5279	R3HCC1L	R3hcc1l	R3HCC1L_R3hcc1l
5280	NUS1	Nus1	NUS1_Nus1
5281	UMODL1	Umodl1	UMODL1_Umodl1
5282	PIBF1	Pibf1	PIBF1_Pibf1
5283	ANKRD22	Ankrd22	ANKRD22_Ankrd22
5284	BBS1	Bbs1	BBS1_Bbs1
5285	PBK	Pbk	PBK_Pbk
5286	PPP6R3	Ppp6r3	PPP6R3_Ppp6r3
5287	PPP1R10	Ppp1r10	PPP1R10_Ppp1r10
5288	RAB11FIP5	Rab11fip5	RAB11FIP5_Rab11fip5
5289	COQ5	Coq5	COQ5_Coq5
5290	MFHAS1	Mfhas1	MFHAS1_Mfhas1
5291	TMEM38B	Tmem38b	TMEM38B_Tmem38b
5292	PVR	Pvr	PVR_Pvr
5293	HGSNAT	Hgsnat	HGSNAT_Hgsnat
5294	AGPAT5	Agpat5	AGPAT5_Agpat5
5295	CCDC97	Ccdc97	CCDC97_Ccdc97
5296	KCNK6	Kcnk6	KCNK6_Kcnk6
5297	CAMK1	Camk1	CAMK1_Camk1
5298	TMEM222	Tmem222	TMEM222_Tmem222
5299	ODF2L	Odf2l	ODF2L_Odf2l
5300	RRAGD	Rragd	RRAGD_Rragd
5301	RBM34	Rbm34	RBM34_Rbm34
5302	ANAPC4	Anapc4	ANAPC4_Anapc4
5303	ANKZF1	Ankzf1	ANKZF1_Ankzf1
5304	COMMD2	Commd2	COMMD2_Commd2
5305	REEP1	Reep1	REEP1_Reep1
5306	CDCA8	Cdca8	CDCA8_Cdca8
5307	KLHL7	Klhl7	KLHL7_Klhl7
5308	STBD1	Stbd1	STBD1_Stbd1
5309	ATXN1L	Atxn1l	ATXN1L_Atxn1l
5310	VPS37A	Vps37a	VPS37A_Vps37a
5311	WWC2	Wwc2	WWC2_Wwc2
5312	RCN3	Rcn3	RCN3_Rcn3
5313	ADGRA1	Adgra1	ADGRA1_Adgra1
5314	ZNF644	Zfp644	ZNF644_Zfp644
5315	RHPN2	Rhpn2	RHPN2_Rhpn2
5316	ECHDC2	Echdc2	ECHDC2_Echdc2
5317	PPP2R2D	Ppp2r2d	PPP2R2D_Ppp2r2d
5318	TAX1BP1	Tax1bp1	TAX1BP1_Tax1bp1
5319	MRPL48	Mrpl48	MRPL48_Mrpl48
5320	TET1	Tet1	TET1_Tet1
5321	SLC46A1	Slc46a1	SLC46A1_Slc46a1
5322	CTDSP2	Ctdsp2	CTDSP2_Ctdsp2
5323	COA3	Coa3	COA3_Coa3
5324	ANGEL2	Angel2	ANGEL2_Angel2
5325	CARHSP1	Carhsp1	CARHSP1_Carhsp1
5326	CENPO	Cenpo	CENPO_Cenpo
5327	DDX56	Ddx56	DDX56_Ddx56
5328	ZNF622	Zfp622	ZNF622_Zfp622
5329	NHP2	Nhp2	NHP2_Nhp2
5330	METTL17	Mettl17	METTL17_Mettl17
5331	ACAA2	Acaa2	ACAA2_Acaa2
5332	SGTA	Sgta	SGTA_Sgta
5333	PARP8	Parp8	PARP8_Parp8
5334	CDC23	Cdc23	CDC23_Cdc23
5335	CCDC69	Ccdc69	CCDC69_Ccdc69
5336	TRMT10C	Trmt10c	TRMT10C_Trmt10c
5337	DHRS1	Dhrs1	DHRS1_Dhrs1
5338	TSPAN14	Tspan14	TSPAN14_Tspan14
5339	NCALD	Ncald	NCALD_Ncald
5340	BRMS1L	Brms1l	BRMS1L_Brms1l
5341	CBX7	Cbx7	CBX7_Cbx7
5342	ADGRE3	Adgre4	ADGRE3_Adgre4
5343	SUZ12	Suz12	SUZ12_Suz12
5344	CDKN2AIPNL	Cdkn2aipnl	CDKN2AIPNL_Cdkn2aipnl
5345	NIT2	Nit2	NIT2_Nit2
5346	ESYT2	Esyt2	ESYT2_Esyt2
5347	CISD1	Cisd1	CISD1_Cisd1
5348	WIPI1	Wipi1	WIPI1_Wipi1
5349	NUDCD2	Nudcd2	NUDCD2_Nudcd2
5350	LDLRAD4	Ldlrad4	LDLRAD4_Ldlrad4
5351	ECHDC1	Echdc1	ECHDC1_Echdc1
5352	ARHGEF25	Arhgef25	ARHGEF25_Arhgef25
5353	CPSF4L	Cpsf4l	CPSF4L_Cpsf4l
5354	E2F7	E2f7	E2F7_E2f7
5355	NCAPH2	Ncaph2	NCAPH2_Ncaph2
5356	CD300LG	Cd300lg	CD300LG_Cd300lg
5357	METTL2A	Mettl2	METTL2A_Mettl2
5358	SETD3	Setd3	SETD3_Setd3
5359	ZWINT	Zwint	ZWINT_Zwint
5360	TXNDC17	Txndc17	TXNDC17_Txndc17
5361	KRR1	Krr1	KRR1_Krr1
5362	ZNF410	Zfp410	ZNF410_Zfp410
5363	SLC52A2	Slc52a2	SLC52A2_Slc52a2
5364	ZNF18	Zkscan6	ZNF18_Zkscan6
5365	CCDC59	Ccdc59	CCDC59_Ccdc59
5366	CCDC43	Ccdc43	CCDC43_Ccdc43
5367	ANAPC16	Anapc16	ANAPC16_Anapc16
5368	FAM3B	Fam3b	FAM3B_Fam3b
5369	TSPYL2	Tspyl2	TSPYL2_Tspyl2
5370	LDHD	Ldhd	LDHD_Ldhd
5371	RUFY3	Rufy3	RUFY3_Rufy3
5372	LURAP1L	Lurap1l	LURAP1L_Lurap1l
5373	PNRC2	Pnrc2	PNRC2_Pnrc2
5374	TMX4	Tmx4	TMX4_Tmx4
5375	DNLZ	Dnlz	DNLZ_Dnlz
5376	DBNDD2	Dbndd2	DBNDD2_Dbndd2
5377	CNOT11	Cnot11	CNOT11_Cnot11
5378	SGSM1	Sgsm1	SGSM1_Sgsm1
5379	LAIR1	Lair1	LAIR1_Lair1
5380	MTG2	Mtg2	MTG2_Mtg2
5381	GRAMD1A	Gramd1a	GRAMD1A_Gramd1a
5382	CDIPT	Cdipt	CDIPT_Cdipt
5383	SLX4	Slx4	SLX4_Slx4
5384	PUM3	Pum3	PUM3_Pum3
5385	RGS7BP	Rgs7bp	RGS7BP_Rgs7bp
5386	SCO1	Sco1	SCO1_Sco1
5387	RBFOX3	Rbfox3	RBFOX3_Rbfox3
5388	RNASEK	Rnasek	RNASEK_Rnasek
5389	AHI1	Ahi1	AHI1_Ahi1
5390	ZMIZ2	Zmiz2	ZMIZ2_Zmiz2
5391	DLG3	Dlg3	DLG3_Dlg3
5392	MYBPH	Mybph	MYBPH_Mybph
5393	NUB1	Nub1	NUB1_Nub1
5394	ATP2A3	Atp2a3	ATP2A3_Atp2a3
5395	BATF	Batf	BATF_Batf
5396	PLRG1	Plrg1	PLRG1_Plrg1
5397	PDLIM3	Pdlim3	PDLIM3_Pdlim3
5398	NXF1	Nxf1	NXF1_Nxf1
5399	FOLH1	Folh1	FOLH1_Folh1
5400	CNTNAP1	Cntnap1	CNTNAP1_Cntnap1
5401	NUCB2	Nucb2	NUCB2_Nucb2
5402	UBE2K	Ube2k	UBE2K_Ube2k
5403	NPTX2	Nptx2	NPTX2_Nptx2
5404	BANP	Banp	BANP_Banp
5405	PGRMC1	Pgrmc1	PGRMC1_Pgrmc1
5406	VAMP4	Vamp4	VAMP4_Vamp4
5407	STX7	Stx7	STX7_Stx7
5408	MTMR1	Mtmr1	MTMR1_Mtmr1
5409	TOMM40	Tomm40	TOMM40_Tomm40
5410	GOSR1	Gosr1	GOSR1_Gosr1
5411	EIF3G	Eif3g	EIF3G_Eif3g
5412	PLA2G6	Pla2g6	PLA2G6_Pla2g6
5413	CHST3	Chst3	CHST3_Chst3
5414	MTX2	Mtx2	MTX2_Mtx2
5415	USP2	Usp2	USP2_Usp2
5416	SDCBP	Sdcbp	SDCBP_Sdcbp
5417	HNRNPA2B1	Hnrnpa2b1	HNRNPA2B1_Hnrnpa2b1
5418	PSMD10	Psmd10	PSMD10_Psmd10
5419	PRDX4	Prdx4	PRDX4_Prdx4
5420	TXNL1	Txnl1	TXNL1_Txnl1
5421	ATOH7	Atoh7	ATOH7_Atoh7
5422	PPP1R3C	Ppp1r3c	PPP1R3C_Ppp1r3c
5423	EXOC7	Exoc7	EXOC7_Exoc7
5424	BYSL	Bysl	BYSL_Bysl
5425	HTATIP2	Htatip2	HTATIP2_Htatip2
5426	STK39	Stk39	STK39_Stk39
5427	HIF3A	Hif3a	HIF3A_Hif3a
5428	B4GALT2	B4galt2	B4GALT2_B4galt2
5429	CORIN	Corin	CORIN_Corin
5430	SYT5	Syt5	SYT5_Syt5
5431	SEC61A1	Sec61a1	SEC61A1_Sec61a1
