Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,strain
SRR4040612,12 weeks,RNA-Seq,64,24150656,PRJNA339170,SAMN05582100,12592970,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031723,GSM2282561,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282561,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040613,12 weeks,RNA-Seq,64,22787200,PRJNA339170,SAMN05582099,11814444,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031724,GSM2282562,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282562,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040614,12 weeks,RNA-Seq,64,21706624,PRJNA339170,SAMN05582098,11302820,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031725,GSM2282563,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282563,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040615,12 weeks,RNA-Seq,64,26483904,PRJNA339170,SAMN05582344,13798216,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031726,GSM2282564,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282564,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040616,12 weeks,RNA-Seq,64,19212480,PRJNA339170,SAMN05582343,10007630,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031727,GSM2282565,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282565,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040617,12 weeks,RNA-Seq,64,29091712,PRJNA339170,SAMN05582342,15126124,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031728,GSM2282566,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282566,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040618,12 weeks,RNA-Seq,64,21103808,PRJNA339170,SAMN05582341,10984484,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031729,GSM2282567,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282567,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040619,12 weeks,RNA-Seq,64,26516352,PRJNA339170,SAMN05582340,13769453,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031730,GSM2282568,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282568,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040620,12 weeks,RNA-Seq,64,17523392,PRJNA339170,SAMN05582339,9158128,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031731,GSM2282569,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282569,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040621,12 weeks,RNA-Seq,64,27923072,PRJNA339170,SAMN05582338,14523707,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031732,GSM2282570,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282570,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040622,12 weeks,RNA-Seq,64,33022912,PRJNA339170,SAMN05582337,17136405,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031733,GSM2282571,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282571,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040623,12 weeks,RNA-Seq,64,23356032,PRJNA339170,SAMN05582336,12284780,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031734,GSM2282572,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282572,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040624,12 weeks,RNA-Seq,64,16710272,PRJNA339170,SAMN05582335,8765740,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031735,GSM2282573,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282573,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040625,12 weeks,RNA-Seq,64,29135168,PRJNA339170,SAMN05582334,15304008,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031736,GSM2282574,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282574,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040626,12 weeks,RNA-Seq,64,16585472,PRJNA339170,SAMN05582333,8752674,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031737,GSM2282575,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282575,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040627,12 weeks,RNA-Seq,64,10327424,PRJNA339170,SAMN05582332,5455317,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031738,GSM2282576,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282576,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040628,12 weeks,RNA-Seq,64,15698112,PRJNA339170,SAMN05582331,8276597,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031739,GSM2282577,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282577,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040629,12 weeks,RNA-Seq,64,19928832,PRJNA339170,SAMN05582330,10437482,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031740,GSM2282578,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282578,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040630,12 weeks,RNA-Seq,64,30012736,PRJNA339170,SAMN05582329,15747122,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031741,GSM2282579,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282579,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040631,12 weeks,RNA-Seq,64,27713216,PRJNA339170,SAMN05582328,14478005,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031742,GSM2282580,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282580,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040632,12 weeks,RNA-Seq,64,19588288,PRJNA339170,SAMN05582327,10235987,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031743,GSM2282581,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282581,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040633,12 weeks,RNA-Seq,64,19749824,PRJNA339170,SAMN05582326,10351538,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031744,GSM2282582,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282582,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040634,12 weeks,RNA-Seq,64,8221952,PRJNA339170,SAMN05582325,4517836,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031745,GSM2282583,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282583,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040635,12 weeks,RNA-Seq,64,17795968,PRJNA339170,SAMN05582324,9370772,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031746,GSM2282584,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282584,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040636,12 weeks,RNA-Seq,64,23466304,PRJNA339170,SAMN05582323,12329748,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031747,GSM2282585,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282585,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040637,12 weeks,RNA-Seq,64,18123840,PRJNA339170,SAMN05582322,9544345,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031748,GSM2282586,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282586,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040638,12 weeks,RNA-Seq,64,22216064,PRJNA339170,SAMN05582321,11664601,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031749,GSM2282587,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282587,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040639,12 weeks,RNA-Seq,64,20346432,PRJNA339170,SAMN05582320,10687634,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031750,GSM2282588,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282588,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040640,12 weeks,RNA-Seq,64,18489472,PRJNA339170,SAMN05582319,9732847,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031751,GSM2282589,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282589,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040641,12 weeks,RNA-Seq,64,15526848,PRJNA339170,SAMN05582318,8200594,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031752,GSM2282590,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282590,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040642,12 weeks,RNA-Seq,64,13181696,PRJNA339170,SAMN05582317,6960133,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031753,GSM2282591,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282591,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040643,12 weeks,RNA-Seq,64,15475072,PRJNA339170,SAMN05582316,8162388,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031754,GSM2282592,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282592,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040644,12 weeks,RNA-Seq,64,19105024,PRJNA339170,SAMN05582315,10069544,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031755,GSM2282593,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282593,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040645,12 weeks,RNA-Seq,64,4594240,PRJNA339170,SAMN05581958,2560889,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031756,GSM2282594,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282594,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040646,12 weeks,RNA-Seq,64,23100928,PRJNA339170,SAMN05581957,12080058,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031757,GSM2282595,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282595,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040647,12 weeks,RNA-Seq,64,16572288,PRJNA339170,SAMN05581956,8719352,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031758,GSM2282596,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282596,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040648,12 weeks,RNA-Seq,64,20377984,PRJNA339170,SAMN05581953,10715752,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031759,GSM2282597,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282597,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040649,12 weeks,RNA-Seq,64,25471296,PRJNA339170,SAMN05581952,13290478,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031760,GSM2282598,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282598,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040650,12 weeks,RNA-Seq,64,27411136,PRJNA339170,SAMN05581951,14332355,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031761,GSM2282599,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282599,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040651,12 weeks,RNA-Seq,64,31888320,PRJNA339170,SAMN05581950,16624043,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031762,GSM2282600,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282600,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040652,12 weeks,RNA-Seq,64,15247616,PRJNA339170,SAMN05581955,8014952,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031763,GSM2282601,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282601,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040653,12 weeks,RNA-Seq,64,27770112,PRJNA339170,SAMN05581954,14481773,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031764,GSM2282602,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282602,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040654,12 weeks,RNA-Seq,64,18734784,PRJNA339170,SAMN05581949,9797680,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031765,GSM2282603,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282603,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040655,12 weeks,RNA-Seq,64,20039680,PRJNA339170,SAMN05581948,10505010,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031766,GSM2282604,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282604,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040656,12 weeks,RNA-Seq,64,18805184,PRJNA339170,SAMN05581947,9879729,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031767,GSM2282605,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282605,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040657,12 weeks,RNA-Seq,64,16851392,PRJNA339170,SAMN05581946,8830699,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031768,GSM2282606,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282606,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040658,12 weeks,RNA-Seq,64,27415296,PRJNA339170,SAMN05581945,14332020,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031769,GSM2282607,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282607,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040659,12 weeks,RNA-Seq,64,18971136,PRJNA339170,SAMN05581944,9943143,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031770,GSM2282608,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282608,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040660,12 weeks,RNA-Seq,64,23995072,PRJNA339170,SAMN05581943,12461795,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031771,GSM2282609,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282609,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040661,12 weeks,RNA-Seq,64,24582464,PRJNA339170,SAMN05581942,12857534,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031772,GSM2282610,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282610,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040662,12 weeks,RNA-Seq,64,25863872,PRJNA339170,SAMN05581941,13466168,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031773,GSM2282611,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282611,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040663,12 weeks,RNA-Seq,64,20914880,PRJNA339170,SAMN05581940,10952504,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031774,GSM2282612,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282612,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040664,12 weeks,RNA-Seq,64,4917952,PRJNA339170,SAMN05581939,2737344,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031775,GSM2282613,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282613,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040665,12 weeks,RNA-Seq,64,25135296,PRJNA339170,SAMN05582414,13176305,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031776,GSM2282614,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282614,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040666,12 weeks,RNA-Seq,64,24988160,PRJNA339170,SAMN05582413,13068801,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031777,GSM2282615,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282615,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040667,12 weeks,RNA-Seq,64,20320960,PRJNA339170,SAMN05582412,10759559,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031778,GSM2282616,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282616,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040668,12 weeks,RNA-Seq,64,14266432,PRJNA339170,SAMN05582411,8086650,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031779,GSM2282617,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282617,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040669,12 weeks,RNA-Seq,64,29104512,PRJNA339170,SAMN05582410,15173981,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031780,GSM2282618,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282618,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040670,12 weeks,RNA-Seq,64,45406336,PRJNA339170,SAMN05582409,23584735,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031781,GSM2282619,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282619,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040671,12 weeks,RNA-Seq,64,35619328,PRJNA339170,SAMN05582408,18373249,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031782,GSM2282620,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282620,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040672,12 weeks,RNA-Seq,64,29811200,PRJNA339170,SAMN05582407,15467031,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031783,GSM2282621,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282621,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040673,12 weeks,RNA-Seq,64,28389696,PRJNA339170,SAMN05582406,14706702,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031784,GSM2282622,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282622,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040674,12 weeks,RNA-Seq,64,11555712,PRJNA339170,SAMN05582405,6097709,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031785,GSM2282623,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282623,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040675,12 weeks,RNA-Seq,64,7020160,PRJNA339170,SAMN05582374,3851521,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031786,GSM2282624,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282624,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040676,12 weeks,RNA-Seq,64,36512704,PRJNA339170,SAMN05582373,19194133,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031787,GSM2282625,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282625,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040677,12 weeks,RNA-Seq,64,18847872,PRJNA339170,SAMN05582372,9911215,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031788,GSM2282626,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282626,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040678,12 weeks,RNA-Seq,64,22558080,PRJNA339170,SAMN05582370,11940679,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031789,GSM2282627,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282627,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040679,12 weeks,RNA-Seq,64,18231616,PRJNA339170,SAMN05582369,9618857,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031790,GSM2282628,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282628,Mouse Hippocampus region,SRP082327,C57BL/6
