"","sample_name","title","source_name","organism","donor_id","donor_sex","donor_genotype","injection_type","injection_target","injected_material","dissected_region","dissected_layer","facs_gating","facs_date","rna_amplification_set","sequencing_tube","sequencing_batch","sequencing_qc_pass_fail","cell_class","cell_subclass","cell_cluster","molecule","SRA_Run","GEO_Sample","GEO_Sample_Title","iegsum_activity","tPC1_score","scaled.tPC1_score","scaled.iegsum_activity","Fos","Arc","Npas4","Dusp1","Fosb","Nr4a1","Igf1","Gpd1"
"5560","F2S4_160405_023_E01","F2S4_160405_023_E01","Primary Visual Cortex (VISp)","Mus musculus","237569","M","Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1","RFP-positive","4/5/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Lamp5","Lamp5 Plch2 Dock5","polyA RNA","SRR7328875","GSM3189929","VISp_Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt_No Injection_1",133.495385599566,-10.7364982662124,0.506374341149257,1.36823686195941,1.18625127409159,-0.320633569434866,-0.373510623367559,-0.495927408962323,1.32679792794541,1.60720036619268,0.842764610087557,-0.775497946516473
"5561","F2S4_160405_023_F01","F2S4_160405_023_F01","Primary Visual Cortex (VISp)","Mus musculus","237569","M","Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1","RFP-positive","4/5/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Lamp5","Lamp5 Ntn1 Npy2r","polyA RNA","SRR7328877","GSM3189929","VISp_Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt_No Injection_1",153.17479402429,-9.95146893199514,0.689383999784492,2.03021942895854,0.83620336378022,4.88301158351812,3.78091294835115,1.30882548321101,-0.444875322622506,1.81138248740619,0.166560305042329,-0.775497946516473
"5562","F2S4_160405_023_G01","F2S4_160405_023_G01","Primary Visual Cortex (VISp)","Mus musculus","237569","M","Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L1","RFP-positive","4/5/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Lamp5","Lamp5 Plch2 Dock5","polyA RNA","SRR7328878","GSM3189929","VISp_Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt_No Injection_1",88.8116392878297,-15.1132341462572,0.575482856721006,-0.134850042290116,-1.11469236483278,-0.320633569434866,-0.373510623367559,0.335811690160651,-0.444875322622506,-0.517246421557565,0.114069641088642,-0.595511145195671
"5564","F2S4_160406_001_A01","F2S4_160406_001_A01","Primary Visual Cortex (VISp)","Mus musculus","238377","M","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/6/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Vip","Vip Crispld2 Htr2c","polyA RNA","SRR7326123","GSM3189910","VISp_Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt_No Injection_1",230.51324325095,18.5380748873194,1.51543086954934,4.63175622528189,1.9451613767179,3.580663884053,5.96461105336765,1.46394428076925,2.9497729568851,3.34334444173571,1.15649304629359,1.74674489638976
"5565","F2S4_160406_001_B01","F2S4_160406_001_B01","Primary Visual Cortex (VISp)","Mus musculus","238377","M","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/6/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Vip","Vip Ptprt Pkp2","polyA RNA","SRR7326134","GSM3189910","VISp_Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt_No Injection_1",175.563594956061,4.06939923538387,1.19234895718742,2.78334145341053,1.45992863794668,-0.320633569434866,3.5769547477842,0.978107252929275,1.62596994943845,2.55893219839287,0.909715506651416,1.5918930156838
"5566","F2S4_160406_001_C01","F2S4_160406_001_C01","Primary Visual Cortex (VISp)","Mus musculus","238377","M","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L4","RFP-positive","4/6/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Vip","Vip Ptprt Pkp2","polyA RNA","SRR7326145","GSM3189910","VISp_Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt_No Injection_1",157.838042002962,6.49278059014786,1.15917948868175,2.18708333466396,1.87929417275185,-0.320633569434866,-0.373510623367559,1.33778629311498,-0.444875322622506,2.25293358706943,0.625461990745352,1.72446326056448
"5567","F2S4_160406_001_D01","F2S4_160406_001_D01","Primary Visual Cortex (VISp)","Mus musculus","238377","M","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/6/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Vip","Vip Ptprt Pkp2","polyA RNA","SRR7326156","GSM3189910","VISp_Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt_No Injection_1",160.955194830445,9.0904550181543,1.28334525593141,2.29193917107587,1.48903552681262,-0.320633569434866,-0.373510623367559,1.23317033903096,-0.444875322622506,1.71433844258414,0.73299815103498,1.63973930405865
"5568","F2S4_160406_001_E01","F2S4_160406_001_E01","Primary Visual Cortex (VISp)","Mus musculus","238377","M","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L4","RFP-positive","4/6/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Vip","Vip Ptprt Pkp2","polyA RNA","SRR7326167","GSM3189910","VISp_Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt_No Injection_1",198.464718685441,12.2455312742605,1.42793084063343,3.55369716463675,1.63001814947256,-0.320633569434866,1.93295093087941,1.14884880336238,3.290565567296,2.86089993172388,1.02121560957061,1.77086210560705
"5569","F2S4_160406_001_F01","F2S4_160406_001_F01","Primary Visual Cortex (VISp)","Mus musculus","238377","M","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/6/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Vip","Vip Chat Htr1f","polyA RNA","SRR7326168","GSM3189910","VISp_Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt_No Injection_1",187.663916063511,14.412728499936,1.47962611925821,3.19037612921713,1.82548142440534,-0.320633569434866,5.31100074862363,1.21040121433071,2.55002654177365,2.74330949935017,1.20319498151883,2.02641280199262
"5570","F2S4_160406_001_G01","F2S4_160406_001_G01","Primary Visual Cortex (VISp)","Mus musculus","238377","M","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/6/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Vip","Vip Ptprt Pkp2","polyA RNA","SRR7326169","GSM3189910","VISp_Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt_No Injection_1",191.609501972927,14.7197849644456,1.29688322056773,3.32309907658733,1.64303675885278,-0.320633569434866,2.32493120092555,1.25133630336564,2.18912761650083,2.25864118259511,0.760534410545817,1.61345402718226
"5571","F2S4_160406_001_H01","F2S4_160406_001_H01","Primary Visual Cortex (VISp)","Mus musculus","238377","M","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/6/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Lamp5","Lamp5 Krt73","polyA RNA","SRR7326170","GSM3189910","VISp_Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt_No Injection_1",146.794052407544,-18.0494863022391,0.396361970338112,1.81558189394478,1.58790903994306,-0.320633569434866,1.8501778290666,1.45718938689002,-0.444875322622506,2.4548395788792,0.466366574658702,0.496612433466156
"5572","F2S4_160406_002_A01","F2S4_160406_002_A01","Primary Visual Cortex (VISp)","Mus musculus","238377","M","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/6/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Vip","Vip Ptprt Pkp2","polyA RNA","SRR7326171","GSM3189910","VISp_Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt_No Injection_1",116.501972973496,14.4195675973335,1.33955668534343,0.796606726058177,1.53321881098607,-0.320633569434866,-0.373510623367559,1.33311451714054,-0.444875322622506,2.80884576426504,1.01963783614449,1.90880357560557
"5573","F2S4_160406_002_B01","F2S4_160406_002_B01","Primary Visual Cortex (VISp)","Mus musculus","238377","M","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/6/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Vip","Vip Rspo4 Rxfp1 Chat","polyA RNA","SRR7326124","GSM3189910","VISp_Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt_No Injection_1",141.655627883496,14.7821789033021,1.31113607734244,1.64273383960555,1.2938293692353,-0.320633569434866,-0.373510623367559,-1.21288044395544,-0.444875322622506,2.1894921508131,1.07979884854718,1.57740720178093
"5574","F2S4_160406_002_C01","F2S4_160406_002_C01","Primary Visual Cortex (VISp)","Mus musculus","238377","M","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/6/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Sncg","Sncg Vip Itih5","polyA RNA","SRR7326125","GSM3189910","VISp_Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt_No Injection_1",124.593175620761,-9.64777941993122,0.76842325753723,1.06878132515929,1.39311513317441,-0.320633569434866,-0.373510623367559,0.469908868403055,-0.444875322622506,1.73613480558462,-0.997570891333096,0.41753063090679
"5575","F2S4_160406_002_D01","F2S4_160406_002_D01","Primary Visual Cortex (VISp)","Mus musculus","238377","M","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L4","RFP-positive","4/6/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Vip","Vip Pygm C1ql1","polyA RNA","SRR7326126","GSM3189910","VISp_Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt_No Injection_1",150.771106596076,-5.37753927008944,0.874990001779717,1.9493633818838,1.49482812802421,-0.320633569434866,-0.373510623367559,0.770149600643227,-0.444875322622506,0.828494608900177,1.03690456102289,1.22475591223262
"5576","F2S4_160406_002_E01","F2S4_160406_002_E01","Primary Visual Cortex (VISp)","Mus musculus","238378","M","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/6/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Vip","Vip Ptprt Pkp2","polyA RNA","SRR7326127","GSM3189910","VISp_Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt_No Injection_1",91.3437582435354,5.87142402966067,1.28301354490733,-0.0496737722484173,0.78118468332749,-0.320633569434866,-0.373510623367559,-1.21288044395544,-0.444875322622506,-0.758551398604891,1.08208677708517,2.04180779407802
"5577","F2S4_160406_002_F01","F2S4_160406_002_F01","Primary Visual Cortex (VISp)","Mus musculus","238378","M","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/6/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Vip","Vip Ptprt Pkp2","polyA RNA","SRR7326128","GSM3189910","VISp_Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt_No Injection_1",89.0594864359534,0.671602751126941,1.09551192093709,-0.126512876466972,0.451308264738475,-0.320633569434866,-0.373510623367559,-1.21288044395544,-0.444875322622506,-0.758551398604891,1.13668967246727,1.98492193362743
"5578","F2S4_160406_002_G01","F2S4_160406_002_G01","Primary Visual Cortex (VISp)","Mus musculus","238378","M","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/6/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Vip","Vip Ptprt Pkp2","polyA RNA","SRR7326129","GSM3189910","VISp_Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt_No Injection_1",100.722293338642,18.1895359438867,1.30497497667221,0.265804549201022,0.33864272485351,-0.320633569434866,1.07841406177265,-1.21288044395544,-0.444875322622506,-0.758551398604891,1.09097380696011,2.12762277136536
"5579","F2S4_160406_002_H01","F2S4_160406_002_H01","Primary Visual Cortex (VISp)","Mus musculus","238378","M","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/6/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Vip","Vip Ptprt Pkp2","polyA RNA","SRR7326130","GSM3189910","VISp_Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt_No Injection_1",79.0920640306205,15.1439318877442,0.908235785459578,-0.46180038754668,-0.949641324608531,-0.320633569434866,-0.373510623367559,-0.879813232131704,-0.444875322622506,-0.758551398604891,0.556708031385415,1.63583541092279
"5596","F2S4_160408_001_A01","F2S4_160408_001_A01","Primary Visual Cortex (VISp)","Mus musculus","238721","M","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/8/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7330624","GSM3189943","VISp_Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",90.8220938679747,-36.6009619017159,-1.5051459327262,-0.0672216941672379,0.423791879337637,-0.320633569434866,-0.373510623367559,0.837765498367122,-0.444875322622506,1.10012690691849,-1.70586161731121,-0.633353910416232
"5597","F2S4_160408_001_B01","F2S4_160408_001_B01","Primary Visual Cortex (VISp)","Mus musculus","238721","M","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/8/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7330635","GSM3189943","VISp_Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",103.639278915161,-44.6529835955413,-1.46735462549908,0.363927092225094,0.235353987690846,-0.320633569434866,0.0217348274155927,0.835411673482681,-0.444875322622506,-0.758551398604891,-1.70586161731121,-0.775497946516473
"5598","F2S4_160408_001_C01","F2S4_160408_001_C01","Primary Visual Cortex (VISp)","Mus musculus","238721","M","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/8/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7330646","GSM3189943","VISp_Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",88.9844204909177,-13.4987443243958,-1.27611457556721,-0.129037970002125,0.992870643537441,-0.320633569434866,-0.373510623367559,0.257916627166427,0.797723525302603,-0.758551398604891,-1.70586161731121,-0.775497946516473
"5599","F2S4_160408_001_D01","F2S4_160408_001_D01","Primary Visual Cortex (VISp)","Mus musculus","238721","M","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/8/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7330657","GSM3189943","VISp_Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",95.4653593222777,-51.3520654984757,-1.52813812359825,0.0889700326550021,0.333965015995506,-0.320633569434866,-0.373510623367559,0.907459227677322,-0.444875322622506,-0.758551398604891,-1.43565572967123,-0.775497946516473
"5600","F2S4_160408_001_E01","F2S4_160408_001_E01","Primary Visual Cortex (VISp)","Mus musculus","238721","M","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/8/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7330668","GSM3189943","VISp_Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",87.6773914934632,-35.3032431505738,-1.41365743994242,-0.173004251518503,0.0227821411479752,-0.320633569434866,0.863624982006748,1.09791781367541,-0.444875322622506,-0.758551398604891,-0.174971980208288,-0.775497946516473
"5601","F2S4_160408_001_F01","F2S4_160408_001_F01","Primary Visual Cortex (VISp)","Mus musculus","238721","M","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/8/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7330679","GSM3189943","VISp_Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",81.4302001557747,-33.0146719127075,-1.49503431589928,-0.383149377276555,0.185744559364738,-0.320633569434866,-0.373510623367559,0.60828656284623,-0.444875322622506,-0.758551398604891,0.140294684265471,-0.775497946516473
"5602","F2S4_160408_001_G01","F2S4_160408_001_G01","Primary Visual Cortex (VISp)","Mus musculus","238721","M","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/8/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7330691","GSM3189943","VISp_Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",100.64417837219,-40.0346175171939,-1.44498154080846,0.263176891656795,0.546785206419593,-0.320633569434866,-0.373510623367559,0.29479167324529,-0.126768852836865,-0.758551398604891,-0.350859936875496,-0.775497946516473
"5603","F2S4_160408_001_H01","F2S4_160408_001_H01","Primary Visual Cortex (VISp)","Mus musculus","238721","M","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L2/3","RFP-positive","4/8/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Pvalb","Pvalb Tpbg","polyA RNA","SRR7330693","GSM3189943","VISp_Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",96.7138792982945,-29.9858599996184,-1.28945756715882,0.130968168007228,0.517928206884055,-0.320633569434866,-0.373510623367559,1.31029570195859,-0.444875322622506,-0.758551398604891,-0.421394710915397,-0.775497946516473
"5604","F2S4_160408_002_A01","F2S4_160408_002_A01","Primary Visual Cortex (VISp)","Mus musculus","238721","M","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5","RFP-positive","4/8/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Pvalb","Pvalb Reln Itm2a","polyA RNA","SRR7330694","GSM3189943","VISp_Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",86.8796423903747,-26.797841651519,-1.51829805836409,-0.199839204464563,0.190450580547486,-0.320633569434866,-0.373510623367559,0.946882623260326,-0.444875322622506,-0.758551398604891,-1.70586161731121,-0.775497946516473
"5605","F2S4_160408_002_B01","F2S4_160408_002_B01","Primary Visual Cortex (VISp)","Mus musculus","238721","M","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5","RFP-positive","4/8/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Pvalb","Pvalb Reln Tac1","polyA RNA","SRR7330695","GSM3189943","VISp_Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",89.304983658648,-33.2836227023834,-1.36090771769167,-0.11825475822667,-1.11469236483278,-0.320633569434866,-0.373510623367559,1.31166667514101,-0.135697785847889,1.00809433867699,-0.722246924996319,-0.775497946516473
"5606","F2S4_160408_002_C01","F2S4_160408_002_C01","Primary Visual Cortex (VISp)","Mus musculus","238721","M","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5","RFP-positive","4/8/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Pvalb","Pvalb Gpr149 Islr","polyA RNA","SRR7330696","GSM3189943","VISp_Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",108.85576172476,-21.0090358899903,-1.3104159929431,0.539400897457331,0.692895252388049,-0.320633569434866,-0.373510623367559,0.970127875211742,-0.444875322622506,-0.758551398604891,-1.70586161731121,-0.775497946516473
"5607","F2S4_160408_002_D01","F2S4_160408_002_D01","Primary Visual Cortex (VISp)","Mus musculus","238721","M","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5","RFP-positive","4/8/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Pvalb","Pvalb Reln Itm2a","polyA RNA","SRR7330697","GSM3189943","VISp_Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",79.0474740452235,-37.8058871350135,-1.58793756551396,-0.46330032048971,0.239786122801501,-0.320633569434866,-0.373510623367559,0.754374894452992,-0.444875322622506,-0.758551398604891,-1.70586161731121,-0.775497946516473
"5608","F2S4_160408_002_E01","F2S4_160408_002_E01","Primary Visual Cortex (VISp)","Mus musculus","238721","M","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5","RFP-positive","4/8/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Pvalb","Pvalb Reln Tac1","polyA RNA","SRR7330698","GSM3189943","VISp_Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",86.7122608456794,-28.2462414456374,-1.39994802470233,-0.205469641225381,-1.11469236483278,-0.320633569434866,-0.373510623367559,0.0241252950278461,-0.444875322622506,-0.758551398604891,-1.70586161731121,-0.775497946516473
"5609","F2S4_160408_002_F01","F2S4_160408_002_F01","Primary Visual Cortex (VISp)","Mus musculus","238721","M","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","No Injection","No Injection","No Injection","VISp","L5","RFP-positive","4/8/2016","A8S4_160413_02","LS-15072","R8S4-160513","Pass","GABAergic","Pvalb","Pvalb Reln Tac1","polyA RNA","SRR7330699","GSM3189943","VISp_Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt_No Injection_1",106.104475185521,-22.7028567835617,-1.35294554947345,0.446852194443076,0.899630203994151,-0.320633569434866,-0.373510623367559,1.41230400400697,-0.444875322622506,-0.546664362191166,-0.199502220530624,-0.775497946516473
