Accession,Title,Cellgroup,ArcStatus,FosStatus,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM3309112,X161209_23,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476547,SRX4476547,Fred H Gage,27-Jul-18
GSM3309113,X161209_24,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476548,SRX4476548,Fred H Gage,27-Jul-18
GSM3309114,X161209_28,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476549,SRX4476549,Fred H Gage,27-Jul-18
GSM3309115,X161209_29,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476550,SRX4476550,Fred H Gage,27-Jul-18
GSM3309116,X161209_30,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476551,SRX4476551,Fred H Gage,27-Jul-18
GSM3309117,X161209_34,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476552,SRX4476552,Fred H Gage,27-Jul-18
GSM3309118,X161209_35,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476553,SRX4476553,Fred H Gage,27-Jul-18
GSM3309119,X161209_36,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476554,SRX4476554,Fred H Gage,27-Jul-18
GSM3309120,X161209_40,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476555,SRX4476555,Fred H Gage,27-Jul-18
GSM3309121,X161209_41,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476556,SRX4476556,Fred H Gage,27-Jul-18
GSM3309122,X161209_42,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476557,SRX4476557,Fred H Gage,27-Jul-18
GSM3309123,X161209_46,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476558,SRX4476558,Fred H Gage,27-Jul-18
GSM3309124,X161209_47,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476559,SRX4476559,Fred H Gage,27-Jul-18
GSM3309125,X161209_48,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476560,SRX4476560,Fred H Gage,27-Jul-18
GSM3309126,X170113_01,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476561,SRX4476561,Fred H Gage,27-Jul-18
GSM3309127,X170113_02,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476562,SRX4476562,Fred H Gage,27-Jul-18
GSM3309128,X170113_03,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476563,SRX4476563,Fred H Gage,27-Jul-18
GSM3309129,X170113_04,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476564,SRX4476564,Fred H Gage,27-Jul-18
GSM3309130,X170113_05,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476565,SRX4476565,Fred H Gage,27-Jul-18
GSM3309131,X170113_06,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476566,SRX4476566,Fred H Gage,27-Jul-18
GSM3309132,X170113_07,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476567,SRX4476567,Fred H Gage,27-Jul-18
GSM3309133,X170113_08,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476568,SRX4476568,Fred H Gage,27-Jul-18
GSM3309134,X170113_09,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476569,SRX4476569,Fred H Gage,27-Jul-18
GSM3309135,X170113_10,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476570,SRX4476570,Fred H Gage,27-Jul-18
GSM3309136,X170113_11,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476571,SRX4476571,Fred H Gage,27-Jul-18
GSM3309137,X170113_12,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476572,SRX4476572,Fred H Gage,27-Jul-18
GSM3309138,X170113_13,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476573,SRX4476573,Fred H Gage,27-Jul-18
GSM3309139,X170113_14,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476574,SRX4476574,Fred H Gage,27-Jul-18
GSM3309140,X170113_15,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476575,SRX4476575,Fred H Gage,27-Jul-18
GSM3309141,X170113_16,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476576,SRX4476576,Fred H Gage,27-Jul-18
GSM3309142,X170113_17,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476577,SRX4476577,Fred H Gage,27-Jul-18
GSM3309143,X170113_18,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476578,SRX4476578,Fred H Gage,27-Jul-18
GSM3309144,X170113_19,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476579,SRX4476579,Fred H Gage,27-Jul-18
GSM3309145,X170113_20,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476580,SRX4476580,Fred H Gage,27-Jul-18
GSM3309146,X170113_21,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476581,SRX4476581,Fred H Gage,27-Jul-18
GSM3309147,X170113_22,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476582,SRX4476582,Fred H Gage,27-Jul-18
GSM3309148,X170113_23,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476583,SRX4476583,Fred H Gage,27-Jul-18
GSM3309149,X170113_24,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476584,SRX4476584,Fred H Gage,27-Jul-18
GSM3309150,X170113_25,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476585,SRX4476585,Fred H Gage,27-Jul-18
GSM3309151,X170113_26,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476586,SRX4476586,Fred H Gage,27-Jul-18
GSM3309152,X170113_27,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476587,SRX4476587,Fred H Gage,27-Jul-18
GSM3309153,X170113_28,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476588,SRX4476588,Fred H Gage,27-Jul-18
GSM3309154,X170113_29,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476589,SRX4476589,Fred H Gage,27-Jul-18
GSM3309155,X170113_30,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476590,SRX4476590,Fred H Gage,27-Jul-18
GSM3309156,X170113_31,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476591,SRX4476591,Fred H Gage,27-Jul-18
GSM3309157,X170113_32,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476592,SRX4476592,Fred H Gage,27-Jul-18
GSM3309158,X170113_33,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476593,SRX4476593,Fred H Gage,27-Jul-18
GSM3309159,X170113_34,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476594,SRX4476594,Fred H Gage,27-Jul-18
GSM3309160,X170113_35,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476595,SRX4476595,Fred H Gage,27-Jul-18
GSM3309161,X170113_36,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476596,SRX4476596,Fred H Gage,27-Jul-18
GSM3309162,X170113_37,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476597,SRX4476597,Fred H Gage,27-Jul-18
GSM3309163,X170113_38,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476598,SRX4476598,Fred H Gage,27-Jul-18
GSM3309164,X170113_39,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476599,SRX4476599,Fred H Gage,27-Jul-18
GSM3309165,X170113_40,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476600,SRX4476600,Fred H Gage,27-Jul-18
GSM3309166,X170113_41,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476601,SRX4476601,Fred H Gage,27-Jul-18
GSM3309167,X170113_42,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476602,SRX4476602,Fred H Gage,27-Jul-18
GSM3309168,X170113_43,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476603,SRX4476603,Fred H Gage,27-Jul-18
GSM3309169,X170113_44,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476604,SRX4476604,Fred H Gage,27-Jul-18
GSM3309170,X170113_45,4hrA,pos,N/A,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476605,SRX4476605,Fred H Gage,27-Jul-18
GSM3309171,X170113_46,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476606,SRX4476606,Fred H Gage,27-Jul-18
GSM3309172,X170113_47,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476607,SRX4476607,Fred H Gage,27-Jul-18
GSM3309173,X170113_48,5hrAA_Arc+Fos-,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476608,SRX4476608,Fred H Gage,27-Jul-18
GSM3309174,X170224_01,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476609,SRX4476609,Fred H Gage,27-Jul-18
GSM3309175,X170224_02,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476610,SRX4476610,Fred H Gage,27-Jul-18
GSM3309176,X170224_03,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476611,SRX4476611,Fred H Gage,27-Jul-18
GSM3309177,X170224_04,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476612,SRX4476612,Fred H Gage,27-Jul-18
GSM3309178,X170224_05,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476613,SRX4476613,Fred H Gage,27-Jul-18
GSM3309179,X170224_06,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476614,SRX4476614,Fred H Gage,27-Jul-18
GSM3309180,X170224_07,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476615,SRX4476615,Fred H Gage,27-Jul-18
GSM3309181,X170224_08,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476616,SRX4476616,Fred H Gage,27-Jul-18
GSM3309182,X170224_09,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476617,SRX4476617,Fred H Gage,27-Jul-18
GSM3309183,X170224_10,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476618,SRX4476618,Fred H Gage,27-Jul-18
GSM3309184,X170224_11,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476619,SRX4476619,Fred H Gage,27-Jul-18
GSM3309185,X170224_12,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476620,SRX4476620,Fred H Gage,27-Jul-18
GSM3309186,X170224_13,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476621,SRX4476621,Fred H Gage,27-Jul-18
GSM3309187,X170224_14,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476622,SRX4476622,Fred H Gage,27-Jul-18
GSM3309188,X170224_15,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476623,SRX4476623,Fred H Gage,27-Jul-18
GSM3309189,X170224_16,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476624,SRX4476624,Fred H Gage,27-Jul-18
GSM3309190,X170224_17,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476625,SRX4476625,Fred H Gage,27-Jul-18
GSM3309191,X170224_18,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476626,SRX4476626,Fred H Gage,27-Jul-18
GSM3309192,X170224_19,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476627,SRX4476627,Fred H Gage,27-Jul-18
GSM3309193,X170224_20,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476628,SRX4476628,Fred H Gage,27-Jul-18
GSM3309194,X170224_21,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476629,SRX4476629,Fred H Gage,27-Jul-18
GSM3309195,X170224_22,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476630,SRX4476630,Fred H Gage,27-Jul-18
GSM3309196,X170224_23,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476631,SRX4476631,Fred H Gage,27-Jul-18
GSM3309197,X170224_24,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476632,SRX4476632,Fred H Gage,27-Jul-18
GSM3309198,X170224_25,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476633,SRX4476633,Fred H Gage,27-Jul-18
GSM3309199,X170224_26,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476634,SRX4476634,Fred H Gage,27-Jul-18
GSM3309200,X170224_27,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476635,SRX4476635,Fred H Gage,27-Jul-18
GSM3309201,X170224_28,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476636,SRX4476636,Fred H Gage,27-Jul-18
GSM3309202,X170224_29,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476637,SRX4476637,Fred H Gage,27-Jul-18
GSM3309203,X170224_30,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476638,SRX4476638,Fred H Gage,27-Jul-18
GSM3309204,X170224_31,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476639,SRX4476639,Fred H Gage,27-Jul-18
GSM3309205,X170224_32,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476640,SRX4476640,Fred H Gage,27-Jul-18
GSM3309206,X170224_33,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476641,SRX4476641,Fred H Gage,27-Jul-18
GSM3309207,X170224_34,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476642,SRX4476642,Fred H Gage,27-Jul-18
GSM3309208,X170224_35,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476643,SRX4476643,Fred H Gage,27-Jul-18
GSM3309209,X170224_36,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476644,SRX4476644,Fred H Gage,27-Jul-18
GSM3309210,X170224_37,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476645,SRX4476645,Fred H Gage,27-Jul-18
GSM3309211,X170224_38,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476646,SRX4476646,Fred H Gage,27-Jul-18
GSM3309212,X170224_39,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476647,SRX4476647,Fred H Gage,27-Jul-18
GSM3309213,X170224_40,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476648,SRX4476648,Fred H Gage,27-Jul-18
GSM3309214,X170224_41,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476649,SRX4476649,Fred H Gage,27-Jul-18
GSM3309215,X170224_42,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476650,SRX4476650,Fred H Gage,27-Jul-18
GSM3309216,X170224_43,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476651,SRX4476651,Fred H Gage,27-Jul-18
GSM3309217,X170224_44,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476652,SRX4476652,Fred H Gage,27-Jul-18
GSM3309218,X170224_45,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476653,SRX4476653,Fred H Gage,27-Jul-18
GSM3309219,X170224_46,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476654,SRX4476654,Fred H Gage,27-Jul-18
GSM3309220,X170224_47,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476655,SRX4476655,Fred H Gage,27-Jul-18
GSM3309221,X170224_48,5hrA,pos,neg,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476656,SRX4476656,Fred H Gage,27-Jul-18
GSM3309222,X170525_01,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476657,SRX4476657,Fred H Gage,27-Jul-18
GSM3309223,X170525_02,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476658,SRX4476658,Fred H Gage,27-Jul-18
GSM3309224,X170525_03,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476659,SRX4476659,Fred H Gage,27-Jul-18
GSM3309225,X170525_04,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476660,SRX4476660,Fred H Gage,27-Jul-18
GSM3309226,X170525_05,5hrAA_Arc+Fos+,pos,pos,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476661,SRX4476661,Fred H Gage,27-Jul-18
